sample_id,filename,fold,target,category,esc10,noise_type,noise_level_db,exposure_duration_hours,hour_of_day,day_of_week,hrv_score,sleep_quality_score,stress_level,cognitive_impact,fatigue_level,mental_health_impact,risk_category
4-198962-A-25,4-198962-A-25.wav,4,25,footsteps,False,human_activity,57.5,1.1,15,0,71.26,8.27,1.0,1.71,2.19,5.21,Low
4-198962-B-25,4-198962-B-25.wav,4,25,footsteps,False,human_activity,59.4,0.31,17,3,87.5,8.34,2.08,1.0,1.22,5.86,Low
4-198965-A-38,4-198965-A-38.wav,4,38,clock_tick,True,human_activity,30.7,0.16,15,1,80.18,8.64,1.0,1.0,1.43,0.0,Low
4-199261-A-0,4-199261-A-0.wav,4,0,dog,True,natural,62.23,4.16,20,3,84.68,9.09,1.0,1.11,1.33,1.47,Low
4-200330-A-6,4-200330-A-6.wav,4,6,hen,False,natural,64.06,3.41,23,1,85.67,9.27,1.31,1.57,1.0,3.75,Low
4-200330-B-6,4-200330-B-6.wav,4,6,hen,False,natural,73.67,0.4,22,6,74.26,8.58,1.65,1.63,1.47,3.19,Low
4-201300-A-31,4-201300-A-31.wav,4,31,mouse_click,False,human_activity,39.84,3.09,17,3,88.57,8.13,1.0,1.0,1.0,1.44,Low
4-201800-A-31,4-201800-A-31.wav,4,31,mouse_click,False,human_activity,36.08,0.62,4,5,91.48,9.46,1.0,1.0,1.0,0.31,Low
4-201988-A-44,4-201988-A-44.wav,4,44,engine,False,traffic,99.32,1.33,14,3,67.45,7.87,3.14,2.18,2.27,18.8,Low
4-202298-A-31,4-202298-A-31.wav,4,31,mouse_click,False,human_activity,47.37,0.88,20,0,91.58,8.45,1.0,1.0,1.0,1.14,Low
4-202749-A-13,4-202749-A-13.wav,4,13,crickets,False,natural,33.01,0.57,3,6,84.4,8.19,1.2,1.0,1.0,2.4,Low
4-204115-A-39,4-204115-A-39.wav,4,39,glass_breaking,False,human_activity,91.71,0.88,13,1,76.72,8.33,1.59,1.05,1.0,6.54,Low
4-204119-A-39,4-204119-A-39.wav,4,39,glass_breaking,False,human_activity,73.73,1.59,20,5,81.0,7.95,1.02,1.24,1.06,4.42,Low
4-204121-A-39,4-204121-A-39.wav,4,39,glass_breaking,False,human_activity,81.85,1.16,8,0,76.92,7.3,1.29,2.51,1.0,14.61,Low
4-204123-A-39,4-204123-A-39.wav,4,39,glass_breaking,False,human_activity,88.25,2.09,12,5,79.72,7.53,1.78,2.18,1.83,12.81,Low
4-204202-A-29,4-204202-A-29.wav,4,29,drinking_sipping,False,human_activity,35.94,0.73,4,2,80.61,8.88,1.02,1.5,1.33,5.62,Low
4-204612-A-31,4-204612-A-31.wav,4,31,mouse_click,False,human_activity,39.45,0.86,2,5,86.38,8.8,1.12,1.21,1.0,3.07,Low
4-204618-A-11,4-204618-A-11.wav,4,11,sea_waves,True,natural,50.53,6.35,13,3,87.96,8.62,1.05,1.0,1.61,6.62,Low
4-204683-A-31,4-204683-A-31.wav,4,31,mouse_click,False,human_activity,35.07,0.8,1,0,77.09,8.06,1.51,1.0,1.27,6.87,Low
4-204684-A-37,4-204684-A-37.wav,4,37,clock_alarm,False,human_activity,90.47,1.73,5,3,76.96,8.48,1.54,1.2,1.0,9.88,Low
4-204777-A-39,4-204777-A-39.wav,4,39,glass_breaking,False,human_activity,87.23,1.07,3,4,80.03,9.29,1.59,1.0,1.14,3.86,Low
4-204777-B-39,4-204777-B-39.wav,4,39,glass_breaking,False,human_activity,96.02,1.26,21,6,87.44,8.01,1.43,2.36,1.0,10.12,Low
4-204777-C-39,4-204777-C-39.wav,4,39,glass_breaking,False,human_activity,93.17,0.99,22,0,84.45,8.33,1.0,2.15,1.18,4.55,Low
4-204830-A-6,4-204830-A-6.wav,4,6,hen,False,natural,64.64,0.26,0,4,87.11,9.15,1.0,1.11,1.02,3.04,Low
4-205526-A-23,4-205526-A-23.wav,4,23,breathing,False,human_activity,36.76,0.54,1,3,82.89,8.25,2.66,1.19,1.0,8.55,Low
4-205526-B-23,4-205526-B-23.wav,4,23,breathing,False,human_activity,28.44,3.93,8,6,71.25,8.13,1.0,1.56,1.0,8.8,Low
4-205738-A-22,4-205738-A-22.wav,4,22,clapping,False,human_activity,71.36,2.31,1,1,85.52,7.54,1.52,1.73,1.36,10.7,Low
4-207116-A-23,4-207116-A-23.wav,4,23,breathing,False,human_activity,33.32,0.5,3,3,80.16,9.13,2.9,1.54,1.02,2.43,Low
4-207124-A-0,4-207124-A-0.wav,4,0,dog,True,natural,66.64,0.1,18,1,86.07,9.98,1.0,1.0,1.43,3.09,Low
4-208021-A-1,4-208021-A-1.wav,4,1,rooster,True,natural,68.22,1.86,2,0,76.36,8.36,2.04,2.04,1.0,5.57,Low
4-209536-A-37,4-209536-A-37.wav,4,37,clock_alarm,False,human_activity,76.13,2.68,6,0,76.06,7.63,1.0,1.0,1.43,13.14,Low
4-209698-A-37,4-209698-A-37.wav,4,37,clock_alarm,False,human_activity,86.1,0.34,3,3,89.39,9.06,1.55,1.52,1.0,2.08,Low
4-210000-A-23,4-210000-A-23.wav,4,23,breathing,False,human_activity,33.46,0.58,20,4,81.87,8.47,2.13,1.0,1.0,1.83,Low
4-210000-B-23,4-210000-B-23.wav,4,23,breathing,False,human_activity,29.91,0.57,4,0,98.76,8.76,1.46,1.0,1.85,8.3,Low
4-210309-A-31,4-210309-A-31.wav,4,31,mouse_click,False,human_activity,33.99,2.55,14,6,90.01,8.68,1.71,1.47,1.0,6.91,Low
4-210593-A-29,4-210593-A-29.wav,4,29,drinking_sipping,False,human_activity,45.24,1.06,1,4,83.29,9.09,1.0,1.17,1.0,0.99,Low
4-211502-A-30,4-211502-A-30.wav,4,30,door_wood_knock,False,human_activity,63.13,2.08,10,6,87.94,9.03,1.88,1.0,1.0,3.48,Low
4-212604-A-15,4-212604-A-15.wav,4,15,water_drops,False,natural,30.1,3.18,12,0,85.05,9.2,1.52,1.0,1.39,4.6,Low
4-212604-B-15,4-212604-B-15.wav,4,15,water_drops,False,natural,30.01,0.33,21,6,86.0,8.49,1.0,1.81,1.0,9.07,Low
4-212604-C-15,4-212604-C-15.wav,4,15,water_drops,False,natural,36.48,5.48,4,2,82.76,9.01,1.0,1.33,1.24,3.45,Low
4-212698-A-39,4-212698-A-39.wav,4,39,glass_breaking,False,human_activity,70.06,1.25,10,4,79.11,7.69,1.25,1.29,1.71,9.89,Low
4-212728-A-34,4-212728-A-34.wav,4,34,can_opening,False,human_activity,64.19,0.18,9,5,89.32,9.35,1.21,1.0,1.0,0.86,Low
4-213193-A-29,4-213193-A-29.wav,4,29,drinking_sipping,False,human_activity,46.2,0.47,9,1,87.04,9.71,1.0,1.0,1.97,0.46,Low
4-213915-A-3,4-213915-A-3.wav,4,3,cow,False,natural,65.3,5.06,1,1,92.52,8.03,1.8,1.0,1.0,4.3,Low
4-213915-B-3,4-213915-B-3.wav,4,3,cow,False,natural,66.32,12.0,22,3,86.39,8.2,1.32,1.33,2.02,4.88,Low
4-213915-C-3,4-213915-C-3.wav,4,3,cow,False,natural,80.26,0.52,21,5,88.81,8.86,1.04,2.01,1.19,2.18,Low
4-215635-A-34,4-215635-A-34.wav,4,34,can_opening,False,human_activity,58.56,0.66,0,4,90.35,9.05,1.0,1.12,1.33,7.08,Low
4-216211-A-14,4-216211-A-14.wav,4,14,chirping_birds,False,natural,36.48,0.61,12,2,83.76,8.58,1.02,1.0,1.49,4.72,Low
4-216349-A-34,4-216349-A-34.wav,4,34,can_opening,False,human_activity,61.24,0.5,3,2,90.24,8.82,1.2,1.0,1.03,3.82,Low
4-218199-A-35,4-218199-A-35.wav,4,35,washing_machine,False,human_activity,73.4,0.69,2,1,87.23,8.17,1.12,1.0,1.33,7.28,Low
4-218199-B-35,4-218199-B-35.wav,4,35,washing_machine,False,human_activity,72.05,0.44,10,5,86.21,8.82,1.11,1.27,1.74,4.43,Low
4-218199-C-35,4-218199-C-35.wav,4,35,washing_machine,False,human_activity,72.35,0.69,10,5,85.81,8.82,2.35,1.69,1.0,4.77,Low
4-218199-D-35,4-218199-D-35.wav,4,35,washing_machine,False,human_activity,74.52,0.65,23,4,74.08,8.66,1.58,1.31,1.0,8.36,Low
4-218199-E-35,4-218199-E-35.wav,4,35,washing_machine,False,human_activity,73.64,1.25,22,5,84.7,9.19,1.0,1.75,1.65,3.11,Low
4-218199-F-35,4-218199-F-35.wav,4,35,washing_machine,False,human_activity,78.52,1.97,11,4,77.13,7.67,2.69,1.3,1.0,12.62,Low
4-218199-G-35,4-218199-G-35.wav,4,35,washing_machine,False,human_activity,90.52,0.88,21,5,85.24,8.42,1.0,2.08,1.0,11.46,Low
4-218199-H-35,4-218199-H-35.wav,4,35,washing_machine,False,human_activity,73.78,0.72,7,6,92.67,8.49,1.16,1.3,1.0,5.54,Low
4-218304-A-25,4-218304-A-25.wav,4,25,footsteps,False,human_activity,47.5,0.42,17,2,82.07,7.81,1.29,1.25,1.83,6.01,Low
4-218304-B-25,4-218304-B-25.wav,4,25,footsteps,False,human_activity,58.41,0.34,11,3,86.42,8.7,1.0,1.0,1.0,7.37,Low
4-223125-A-14,4-223125-A-14.wav,4,14,chirping_birds,False,natural,55.88,0.23,1,6,87.56,8.81,1.0,1.0,1.0,0.83,Low
4-223127-A-14,4-223127-A-14.wav,4,14,chirping_birds,False,natural,32.68,3.53,2,0,86.1,9.33,1.62,1.0,1.0,2.37,Low
4-232495-A-6,4-232495-A-6.wav,4,6,hen,False,natural,72.24,1.47,11,6,85.55,8.33,1.37,1.0,1.25,1.2,Low
4-234644-A-2,4-234644-A-2.wav,4,2,pig,False,natural,70.71,2.59,9,5,81.69,9.91,1.67,1.19,1.07,3.04,Low
4-234879-A-6,4-234879-A-6.wav,4,6,hen,False,natural,60.52,2.91,20,1,88.93,7.45,1.0,1.33,1.4,3.71,Low
4-244318-A-6,4-244318-A-6.wav,4,6,hen,False,natural,79.83,1.6,23,0,83.94,8.6,1.0,1.17,1.0,4.64,Low
4-250864-A-8,4-250864-A-8.wav,4,8,sheep,False,natural,83.2,10.52,12,5,82.14,8.3,2.49,1.0,1.24,9.61,Low
4-250869-A-2,4-250869-A-2.wav,4,2,pig,False,natural,35.34,0.14,23,2,80.48,9.06,1.0,1.0,1.0,0.62,Low
4-250869-B-2,4-250869-B-2.wav,4,2,pig,False,natural,65.3,12.0,8,3,74.78,9.29,1.0,1.21,1.46,0.02,Low
4-250869-C-2,4-250869-C-2.wav,4,2,pig,False,natural,54.36,10.65,13,4,87.45,9.12,1.6,1.01,1.68,4.4,Low
4-251645-A-49,4-251645-A-49.wav,4,49,hand_saw,False,construction,98.47,0.24,18,1,82.86,8.38,1.54,1.74,1.92,5.89,Low
4-251645-B-49,4-251645-B-49.wav,4,49,hand_saw,False,construction,93.53,12.0,17,0,43.33,5.67,5.02,4.22,4.61,53.11,High
4-251959-A-47,4-251959-A-47.wav,4,47,airplane,False,aircraft,108.37,0.23,22,0,80.49,8.2,1.53,3.39,1.9,10.7,Low
4-253649-A-6,4-253649-A-6.wav,4,6,hen,False,natural,70.15,12.0,8,2,79.96,8.09,1.29,1.05,1.37,5.4,Low
4-255371-A-47,4-255371-A-47.wav,4,47,airplane,False,aircraft,106.92,0.32,10,3,80.58,7.43,1.97,2.38,1.39,10.34,Low
4-261068-A-30,4-261068-A-30.wav,4,30,door_wood_knock,False,human_activity,62.56,0.86,10,5,90.62,8.5,1.82,1.0,1.4,6.54,Low
4-264453-A-34,4-264453-A-34.wav,4,34,can_opening,False,human_activity,56.63,0.52,6,5,84.84,7.84,1.0,1.45,1.0,8.33,Low
4-59579-A-20,4-59579-A-20.wav,4,20,crying_baby,True,human_activity,80.63,1.09,18,0,78.39,7.8,1.61,1.0,1.15,9.69,Low
4-59579-B-20,4-59579-B-20.wav,4,20,crying_baby,True,human_activity,91.81,0.55,9,2,77.88,7.75,1.98,1.0,1.53,14.16,Low
4-67358-A-42,4-67358-A-42.wav,4,42,siren,False,traffic,110.06,3.24,12,3,40.57,5.96,5.07,4.7,3.33,50.24,High
4-80761-A-42,4-80761-A-42.wav,4,42,siren,False,traffic,111.28,1.61,20,2,59.66,6.65,3.6,3.23,2.84,38.81,Moderate
4-90014-A-42,4-90014-A-42.wav,4,42,siren,False,traffic,117.44,12.0,6,2,20.0,4.13,8.53,8.76,6.83,100.0,Severe
4-90014-B-42,4-90014-B-42.wav,4,42,siren,False,traffic,113.41,3.0,11,1,48.21,5.58,5.89,5.23,4.48,55.65,High
4-99193-A-4,4-99193-A-4.wav,4,4,frog,False,natural,57.42,2.51,8,5,79.11,8.89,1.0,1.07,1.0,7.15,Low
4-99193-B-4,4-99193-B-4.wav,4,4,frog,False,natural,52.56,0.68,22,0,79.89,7.91,2.06,1.16,1.0,4.8,Low
4-99644-A-4,4-99644-A-4.wav,4,4,frog,False,natural,47.6,2.89,6,1,79.63,9.26,1.27,1.0,1.38,3.07,Low
4-99644-B-4,4-99644-B-4.wav,4,4,frog,False,natural,59.02,12.0,0,2,82.83,9.07,1.0,1.66,1.0,5.19,Low
4-99644-C-4,4-99644-C-4.wav,4,4,frog,False,natural,45.56,12.0,14,1,84.26,7.68,1.3,1.99,1.0,10.34,Low
4-99644-D-4,4-99644-D-4.wav,4,4,frog,False,natural,37.64,1.1,20,4,82.1,8.34,1.0,1.56,1.42,6.43,Low
5-103415-A-2,5-103415-A-2.wav,5,2,pig,False,natural,64.12,11.48,5,5,76.28,8.66,1.5,1.0,1.86,5.53,Low
5-103416-A-2,5-103416-A-2.wav,5,2,pig,False,natural,68.01,1.35,5,6,85.0,8.12,1.0,1.01,1.1,2.59,Low
5-103418-A-2,5-103418-A-2.wav,5,2,pig,False,natural,68.66,2.91,19,2,89.68,8.94,1.75,1.0,1.0,3.82,Low
5-103420-A-2,5-103420-A-2.wav,5,2,pig,False,natural,53.43,2.84,17,4,86.6,8.96,1.0,1.0,1.23,4.23,Low
5-103421-A-2,5-103421-A-2.wav,5,2,pig,False,natural,61.97,0.17,4,3,82.56,8.62,1.0,1.56,1.0,4.88,Low
5-103422-A-2,5-103422-A-2.wav,5,2,pig,False,natural,80.51,0.62,1,3,82.89,8.83,1.09,1.0,2.05,12.18,Low
5-117118-A-42,5-117118-A-42.wav,5,42,siren,False,traffic,96.4,1.83,17,1,71.46,7.14,2.61,3.2,1.84,32.52,Moderate
5-117120-A-42,5-117120-A-42.wav,5,42,siren,False,traffic,117.29,1.51,15,0,65.75,7.03,4.1,3.57,3.99,36.75,Moderate
5-117122-A-42,5-117122-A-42.wav,5,42,siren,False,traffic,105.71,3.93,21,1,55.14,6.47,5.63,4.96,4.2,58.33,High
5-117250-A-2,5-117250-A-2.wav,5,2,pig,False,natural,81.25,8.49,18,5,87.05,8.04,1.33,1.0,1.6,7.03,Low
5-117773-A-16,5-117773-A-16.wav,5,16,wind,False,natural,63.71,4.27,8,0,79.63,7.98,1.0,1.07,1.0,7.03,Low
5-127990-A-2,5-127990-A-2.wav,5,2,pig,False,natural,79.51,0.13,20,5,92.64,8.53,1.17,1.83,1.0,0.38,Low
5-133989-A-42,5-133989-A-42.wav,5,42,siren,False,traffic,112.82,0.38,20,0,74.44,8.29,1.43,1.69,1.62,9.79,Low
5-133989-B-42,5-133989-B-42.wav,5,42,siren,False,traffic,124.92,0.79,0,5,68.93,7.88,3.44,2.24,2.31,34.06,Moderate
5-141683-A-35,5-141683-A-35.wav,5,35,washing_machine,False,human_activity,73.56,0.52,13,3,81.38,8.26,2.06,2.15,1.75,4.96,Low
5-147297-A-27,5-147297-A-27.wav,5,27,brushing_teeth,False,human_activity,49.51,0.69,17,5,85.97,8.32,1.55,1.0,1.0,4.45,Low
5-150409-A-42,5-150409-A-42.wav,5,42,siren,False,traffic,98.7,1.97,22,6,58.72,7.56,3.03,2.8,3.07,34.73,Moderate
5-151085-A-20,5-151085-A-20.wav,5,20,crying_baby,True,human_activity,63.91,0.19,8,5,84.31,8.98,1.0,1.15,1.0,0.0,Low
5-156026-A-4,5-156026-A-4.wav,5,4,frog,False,natural,28.96,1.04,2,5,84.53,8.06,1.0,1.0,1.54,6.72,Low
5-156026-B-4,5-156026-B-4.wav,5,4,frog,False,natural,68.81,0.18,11,6,89.03,8.38,1.0,1.29,2.32,1.83,Low
5-156026-C-4,5-156026-C-4.wav,5,4,frog,False,natural,46.8,0.65,17,2,87.21,7.01,1.0,1.0,1.43,6.75,Low
5-156026-D-4,5-156026-D-4.wav,5,4,frog,False,natural,48.56,0.24,7,6,81.79,9.19,1.13,1.12,1.0,0.0,Low
5-156698-A-18,5-156698-A-18.wav,5,18,toilet_flush,False,human_activity,64.9,1.13,11,6,82.12,9.45,1.78,1.0,1.0,5.57,Low
5-156999-A-19,5-156999-A-19.wav,5,19,thunderstorm,False,natural,100.13,2.29,10,2,78.92,7.95,1.25,1.0,2.3,7.96,Low
5-156999-B-19,5-156999-B-19.wav,5,19,thunderstorm,False,natural,101.99,8.24,19,0,82.48,7.36,1.76,2.09,1.0,16.66,Low
5-156999-C-19,5-156999-C-19.wav,5,19,thunderstorm,False,natural,101.51,2.48,6,3,93.54,7.75,1.81,1.88,1.3,7.14,Low
5-156999-D-19,5-156999-D-19.wav,5,19,thunderstorm,False,natural,102.97,0.9,5,5,81.91,8.89,1.0,1.0,1.41,4.77,Low
5-156999-E-19,5-156999-E-19.wav,5,19,thunderstorm,False,natural,75.91,0.41,14,1,93.83,9.02,1.21,1.0,1.97,4.86,Low
5-157204-A-16,5-157204-A-16.wav,5,16,wind,False,natural,42.08,11.51,5,3,86.6,9.07,1.0,2.24,1.0,6.66,Low
5-157204-B-16,5-157204-B-16.wav,5,16,wind,False,natural,70.95,3.42,14,0,79.47,8.27,1.0,1.0,1.0,9.15,Low
5-160551-A-42,5-160551-A-42.wav,5,42,siren,False,traffic,108.8,2.82,16,6,51.58,6.46,4.04,5.1,2.67,51.53,High
5-160614-A-48,5-160614-A-48.wav,5,48,fireworks,False,human_activity,123.88,0.31,16,1,78.44,8.06,1.59,1.0,1.55,5.34,Low
5-160614-B-48,5-160614-B-48.wav,5,48,fireworks,False,human_activity,130.0,1.76,9,4,63.88,7.4,2.51,2.22,1.74,23.3,Low
5-160614-C-48,5-160614-C-48.wav,5,48,fireworks,False,human_activity,130.0,0.68,4,2,81.39,8.14,2.54,1.69,1.47,14.93,Low
5-160614-D-48,5-160614-D-48.wav,5,48,fireworks,False,human_activity,116.05,0.8,20,4,82.47,7.97,1.32,1.73,1.92,13.36,Low
5-160614-E-48,5-160614-E-48.wav,5,48,fireworks,False,human_activity,130.0,0.54,5,0,74.32,8.36,1.0,1.59,1.38,9.56,Low
5-160614-F-48,5-160614-F-48.wav,5,48,fireworks,False,human_activity,120.85,5.23,11,0,63.51,6.29,4.02,3.09,2.92,37.93,Moderate
5-160614-G-48,5-160614-G-48.wav,5,48,fireworks,False,human_activity,130.0,0.82,3,1,79.94,7.85,1.32,2.74,2.56,13.13,Low
5-160614-H-48,5-160614-H-48.wav,5,48,fireworks,False,human_activity,123.61,2.5,5,4,61.73,7.01,2.58,3.02,1.99,26.91,Moderate
5-161270-A-33,5-161270-A-33.wav,5,33,door_wood_creaks,False,human_activity,45.01,1.1,4,6,92.55,8.38,1.15,1.29,1.0,4.13,Low
5-161270-B-33,5-161270-B-33.wav,5,33,door_wood_creaks,False,human_activity,49.12,1.19,20,1,82.57,8.09,1.0,1.01,1.0,6.01,Low
5-169983-A-5,5-169983-A-5.wav,5,5,cat,False,natural,59.07,5.7,22,1,86.28,7.9,1.75,1.09,1.89,6.9,Low
5-170338-A-41,5-170338-A-41.wav,5,41,chainsaw,True,construction,118.49,0.4,3,6,80.54,7.16,1.99,2.02,1.68,21.73,Low
5-170338-B-41,5-170338-B-41.wav,5,41,chainsaw,True,construction,112.98,12.0,10,4,20.0,3.46,10.0,8.68,7.59,100.0,Severe
5-171118-A-26,5-171118-A-26.wav,5,26,laughing,False,human_activity,63.53,2.44,20,3,83.26,8.32,1.21,1.0,1.0,6.67,Low
5-171653-A-41,5-171653-A-41.wav,5,41,chainsaw,True,construction,113.39,1.76,17,6,50.21,6.95,4.75,4.02,3.22,47.08,Moderate
5-172299-A-5,5-172299-A-5.wav,5,5,cat,False,natural,73.8,1.63,15,0,80.07,8.87,1.05,1.0,1.57,2.13,Low
5-172639-A-5,5-172639-A-5.wav,5,5,cat,False,natural,79.1,1.45,18,2,80.78,8.18,1.62,1.16,1.73,5.36,Low
5-173568-A-33,5-173568-A-33.wav,5,33,door_wood_creaks,False,human_activity,33.88,4.68,14,2,85.99,8.15,1.0,1.0,1.46,1.93,Low
5-177034-A-18,5-177034-A-18.wav,5,18,toilet_flush,False,human_activity,71.26,0.63,2,6,83.06,8.4,1.82,1.0,2.17,4.67,Low
5-177614-A-5,5-177614-A-5.wav,5,5,cat,False,natural,66.24,0.98,16,4,85.5,9.8,1.24,1.0,1.0,3.73,Low
5-177779-A-33,5-177779-A-33.wav,5,33,door_wood_creaks,False,human_activity,55.92,1.85,10,3,87.44,9.26,1.02,1.23,1.4,2.96,Low
5-177957-A-40,5-177957-A-40.wav,5,40,helicopter,True,aircraft,106.47,0.2,5,5,79.78,9.0,1.29,1.38,1.44,2.67,Low
5-177957-B-40,5-177957-B-40.wav,5,40,helicopter,True,aircraft,112.99,0.2,22,3,87.37,8.35,1.0,1.0,1.49,12.0,Low
5-177957-C-40,5-177957-C-40.wav,5,40,helicopter,True,aircraft,98.95,0.25,8,3,82.13,7.9,1.72,1.0,1.0,10.71,Low
5-177957-D-40,5-177957-D-40.wav,5,40,helicopter,True,aircraft,112.01,0.25,7,5,83.35,8.39,1.77,1.0,2.06,5.62,Low
5-177957-E-40,5-177957-E-40.wav,5,40,helicopter,True,aircraft,109.92,0.33,17,5,75.03,7.41,2.0,2.12,2.62,20.47,Low
5-178997-A-24,5-178997-A-24.wav,5,24,coughing,False,human_activity,75.67,0.95,3,6,90.38,8.37,1.5,1.35,1.35,9.98,Low
5-179294-A-46,5-179294-A-46.wav,5,46,church_bells,False,human_activity,90.34,2.16,17,3,76.4,7.31,1.54,1.89,1.0,11.21,Low
5-179496-A-16,5-179496-A-16.wav,5,16,wind,False,natural,48.9,12.0,21,6,96.98,8.41,1.48,1.0,1.0,6.29,Low
5-179496-B-16,5-179496-B-16.wav,5,16,wind,False,natural,58.31,1.5,6,1,90.48,8.47,1.08,1.0,1.75,4.97,Low
5-179860-A-43,5-179860-A-43.wav,5,43,car_horn,False,traffic,95.72,12.0,3,2,54.71,5.78,4.61,2.78,3.75,48.52,Moderate
5-179863-A-43,5-179863-A-43.wav,5,43,car_horn,False,traffic,113.85,1.08,2,4,76.93,7.74,1.59,2.35,2.09,20.26,Low
5-179865-A-43,5-179865-A-43.wav,5,43,car_horn,False,traffic,111.86,5.28,11,2,53.92,7.2,4.76,4.28,3.05,45.99,Moderate
5-179866-A-43,5-179866-A-43.wav,5,43,car_horn,False,traffic,103.92,0.29,9,2,77.03,8.14,1.06,2.13,1.72,14.12,Low
5-179868-A-43,5-179868-A-43.wav,5,43,car_horn,False,traffic,107.94,11.59,10,4,52.86,6.38,5.06,4.54,4.03,56.74,High
5-180156-A-43,5-180156-A-43.wav,5,43,car_horn,False,traffic,88.38,12.0,18,4,65.08,6.62,3.47,4.2,2.36,43.08,Moderate
5-180156-B-43,5-180156-B-43.wav,5,43,car_horn,False,traffic,107.92,1.31,14,6,73.57,7.78,2.4,1.78,1.78,17.13,Low
5-180156-C-43,5-180156-C-43.wav,5,43,car_horn,False,traffic,109.85,1.77,9,4,67.86,8.02,3.86,2.66,1.24,25.96,Moderate
5-180229-A-27,5-180229-A-27.wav,5,27,brushing_teeth,False,human_activity,35.2,1.48,12,6,83.99,9.11,1.0,1.28,1.0,2.38,Low
5-181458-A-33,5-181458-A-33.wav,5,33,door_wood_creaks,False,human_activity,46.81,1.16,3,1,86.56,7.17,1.0,1.63,1.26,8.13,Low
5-181766-A-10,5-181766-A-10.wav,5,10,rain,True,natural,39.5,3.68,19,2,71.71,8.94,1.0,1.63,1.17,6.97,Low
5-181977-A-35,5-181977-A-35.wav,5,35,washing_machine,False,human_activity,72.15,2.6,7,4,83.44,8.63,1.67,1.82,1.0,12.65,Low
5-182007-A-36,5-182007-A-36.wav,5,36,vacuum_cleaner,False,human_activity,81.22,1.18,12,1,82.45,7.22,1.41,1.36,1.18,8.51,Low
5-182010-A-36,5-182010-A-36.wav,5,36,vacuum_cleaner,False,human_activity,67.25,0.55,19,1,81.05,8.92,1.62,1.9,2.32,5.09,Low
5-182012-A-36,5-182012-A-36.wav,5,36,vacuum_cleaner,False,human_activity,72.84,0.49,0,4,85.89,8.64,1.64,1.0,1.19,5.02,Low
5-182404-A-18,5-182404-A-18.wav,5,18,toilet_flush,False,human_activity,84.88,2.1,8,4,80.69,6.78,1.0,1.77,1.2,12.37,Low
5-184323-A-42,5-184323-A-42.wav,5,42,siren,False,traffic,121.75,0.34,0,4,78.61,8.09,2.34,2.07,1.38,13.96,Low
5-184871-A-24,5-184871-A-24.wav,5,24,coughing,False,human_activity,70.1,0.76,15,2,87.71,9.24,1.02,1.0,2.05,4.97,Low
5-185516-A-27,5-185516-A-27.wav,5,27,brushing_teeth,False,human_activity,38.61,4.18,17,1,77.09,8.29,1.58,1.08,1.31,4.13,Low
5-185579-A-41,5-185579-A-41.wav,5,41,chainsaw,True,construction,111.57,12.0,14,0,20.0,3.0,10.0,8.83,7.57,100.0,Severe
5-185579-B-41,5-185579-B-41.wav,5,41,chainsaw,True,construction,116.95,12.0,4,5,20.0,2.33,10.0,9.97,7.89,100.0,Severe
5-185908-A-18,5-185908-A-18.wav,5,18,toilet_flush,False,human_activity,75.97,0.72,18,2,76.61,8.1,1.85,1.0,1.0,10.57,Low
5-186924-A-12,5-186924-A-12.wav,5,12,crackling_fire,True,natural,44.58,2.06,17,3,90.49,7.33,2.12,1.0,1.0,4.69,Low
5-187201-A-4,5-187201-A-4.wav,5,4,frog,False,natural,33.65,2.91,0,5,94.34,8.05,1.0,1.0,1.62,5.92,Low
5-187201-B-4,5-187201-B-4.wav,5,4,frog,False,natural,48.78,0.88,9,4,83.5,8.31,1.19,1.25,1.0,4.04,Low
5-187444-A-33,5-187444-A-33.wav,5,33,door_wood_creaks,False,human_activity,52.05,0.99,16,0,78.61,7.78,1.0,2.2,1.25,4.89,Low
5-187979-A-21,5-187979-A-21.wav,5,21,sneezing,True,human_activity,58.09,0.52,3,5,87.45,8.81,1.21,1.0,1.32,3.85,Low
5-188365-A-36,5-188365-A-36.wav,5,36,vacuum_cleaner,False,human_activity,84.74,0.95,22,3,82.8,8.7,1.19,1.0,1.24,5.79,Low
5-188495-A-19,5-188495-A-19.wav,5,19,thunderstorm,False,natural,87.08,2.19,2,5,83.59,8.56,1.73,2.48,1.0,8.44,Low
5-188606-A-33,5-188606-A-33.wav,5,33,door_wood_creaks,False,human_activity,41.96,0.83,21,3,89.57,8.21,1.22,1.0,1.86,9.42,Low
5-188655-A-10,5-188655-A-10.wav,5,10,rain,True,natural,72.27,0.52,5,4,90.57,8.68,2.03,1.26,1.0,10.75,Low
5-188716-A-46,5-188716-A-46.wav,5,46,church_bells,False,human_activity,82.22,0.6,18,0,83.77,7.32,1.48,1.0,1.17,10.35,Low
5-188796-A-45,5-188796-A-45.wav,5,45,train,False,traffic,80.98,0.9,18,6,79.69,7.85,1.86,1.84,1.0,15.29,Low
5-188945-A-45,5-188945-A-45.wav,5,45,train,False,traffic,110.62,12.0,2,3,49.23,6.22,5.43,3.91,4.59,58.3,High
5-189212-A-12,5-189212-A-12.wav,5,12,crackling_fire,True,natural,62.65,6.39,20,0,81.22,8.52,1.22,1.0,1.0,10.01,Low
